split,track,stem,start_sec,end_sec,rms_dbfs,active_frame_ratio
train,Leaf - Wicked,other,150.000,160.000,-26.349,1.000000
train,Leaf - Wicked,mixture,160.000,170.000,-18.039,1.000000
train,Leaf - Wicked,vocals,160.000,170.000,-23.861,0.910000
train,Leaf - Wicked,drums,160.000,170.000,-22.369,1.000000
train,Leaf - Wicked,bass,160.000,170.000,-25.198,1.000000
train,Leaf - Wicked,other,160.000,170.000,-25.555,1.000000
train,Leaf - Wicked,mixture,170.000,180.000,-18.200,1.000000
train,Leaf - Wicked,vocals,170.000,180.000,-26.937,0.755000
train,Leaf - Wicked,drums,170.000,180.000,-21.651,1.000000
train,Leaf - Wicked,bass,170.000,180.000,-25.177,1.000000
train,Leaf - Wicked,other,170.000,180.000,-25.393,1.000000
train,Leaf - Wicked,mixture,180.000,190.000,-21.867,0.690000
train,Leaf - Wicked,vocals,180.000,190.000,-26.513,0.655000
train,Leaf - Wicked,drums,180.000,190.000,-26.419,0.365000
train,Leaf - Wicked,bass,180.000,190.000,-27.500,0.645000
train,Leaf - Wicked,other,180.000,190.000,-30.177,0.615000
train,Steven Clark - Bounty,mixture,0.000,10.000,-26.297,0.950000
train,Steven Clark - Bounty,vocals,0.000,10.000,-29.778,0.835000
train,Steven Clark - Bounty,drums,0.000,10.000,-75.721,0.000000
train,Steven Clark - Bounty,bass,0.000,10.000,-72.511,0.000000
train,Steven Clark - Bounty,other,0.000,10.000,-28.828,0.945000
train,Steven Clark - Bounty,mixture,10.000,20.000,-19.701,1.000000
train,Steven Clark - Bounty,vocals,10.000,20.000,-26.169,0.945000
train,Steven Clark - Bounty,drums,10.000,20.000,-27.850,0.725000
train,Steven Clark - Bounty,bass,10.000,20.000,-24.329,0.880000
train,Steven Clark - Bounty,other,10.000,20.000,-25.209,0.945000
train,Steven Clark - Bounty,mixture,20.000,30.000,-19.162,1.000000
train,Steven Clark - Bounty,vocals,20.000,30.000,-25.793,0.995000
train,Steven Clark - Bounty,drums,20.000,30.000,-27.823,0.735000
train,Steven Clark - Bounty,bass,20.000,30.000,-24.005,0.940000
train,Steven Clark - Bounty,other,20.000,30.000,-24.643,1.000000
train,Steven Clark - Bounty,mixture,30.000,40.000,-18.091,1.000000
train,Steven Clark - Bounty,vocals,30.000,40.000,-24.201,0.830000
train,Steven Clark - Bounty,drums,30.000,40.000,-26.984,0.970000
train,Steven Clark - Bounty,bass,30.000,40.000,-23.185,0.960000
train,Steven Clark - Bounty,other,30.000,40.000,-22.995,1.000000
train,Steven Clark - Bounty,mixture,40.000,50.000,-18.131,1.000000
train,Steven Clark - Bounty,vocals,40.000,50.000,-24.569,0.795000
train,Steven Clark - Bounty,drums,40.000,50.000,-27.404,1.000000
train,Steven Clark - Bounty,bass,40.000,50.000,-23.051,0.940000
train,Steven Clark - Bounty,other,40.000,50.000,-22.811,1.000000
train,Steven Clark - Bounty,mixture,50.000,60.000,-16.917,1.000000
train,Steven Clark - Bounty,vocals,50.000,60.000,-22.953,1.000000
train,Steven Clark - Bounty,drums,50.000,60.000,-26.879,1.000000
train,Steven Clark - Bounty,bass,50.000,60.000,-22.323,0.975000
train,Steven Clark - Bounty,other,50.000,60.000,-21.681,1.000000
train,Steven Clark - Bounty,mixture,60.000,70.000,-17.136,1.000000
train,Steven Clark - Bounty,vocals,60.000,70.000,-22.542,1.000000
train,Steven Clark - Bounty,drums,60.000,70.000,-27.225,1.000000
train,Steven Clark - Bounty,bass,60.000,70.000,-22.605,0.975000
train,Steven Clark - Bounty,other,60.000,70.000,-21.683,1.000000
train,Steven Clark - Bounty,mixture,70.000,80.000,-21.184,1.000000
train,Steven Clark - Bounty,vocals,70.000,80.000,-29.573,0.205000
train,Steven Clark - Bounty,drums,70.000,80.000,-33.788,0.315000
train,Steven Clark - Bounty,bass,70.000,80.000,-26.164,0.930000
train,Steven Clark - Bounty,other,70.000,80.000,-24.490,1.000000
train,Steven Clark - Bounty,mixture,80.000,90.000,-18.946,1.000000
train,Steven Clark - Bounty,vocals,80.000,90.000,-24.590,0.890000
train,Steven Clark - Bounty,drums,80.000,90.000,-28.562,0.590000
train,Steven Clark - Bounty,bass,80.000,90.000,-25.076,0.925000
train,Steven Clark - Bounty,other,80.000,90.000,-23.158,1.000000
train,Steven Clark - Bounty,mixture,90.000,100.000,-18.672,1.000000
train,Steven Clark - Bounty,vocals,90.000,100.000,-24.928,1.000000
train,Steven Clark - Bounty,drums,90.000,100.000,-28.153,0.730000
train,Steven Clark - Bounty,bass,90.000,100.000,-24.241,0.980000
train,Steven Clark - Bounty,other,90.000,100.000,-23.080,1.000000
train,Steven Clark - Bounty,mixture,100.000,110.000,-17.185,1.000000
train,Steven Clark - Bounty,vocals,100.000,110.000,-23.567,0.950000
train,Steven Clark - Bounty,drums,100.000,110.000,-26.981,0.950000
train,Steven Clark - Bounty,bass,100.000,110.000,-22.870,0.985000
train,Steven Clark - Bounty,other,100.000,110.000,-21.175,1.000000
train,Steven Clark - Bounty,mixture,110.000,120.000,-17.221,1.000000
train,Steven Clark - Bounty,vocals,110.000,120.000,-23.926,0.845000
train,Steven Clark - Bounty,drums,110.000,120.000,-26.807,1.000000
train,Steven Clark - Bounty,bass,110.000,120.000,-22.431,0.975000
train,Steven Clark - Bounty,other,110.000,120.000,-21.611,1.000000
train,Steven Clark - Bounty,mixture,120.000,130.000,-16.766,1.000000
train,Steven Clark - Bounty,vocals,120.000,130.000,-22.691,1.000000
train,Steven Clark - Bounty,drums,120.000,130.000,-27.267,1.000000
train,Steven Clark - Bounty,bass,120.000,130.000,-22.376,0.990000
train,Steven Clark - Bounty,other,120.000,130.000,-20.826,1.000000
train,Steven Clark - Bounty,mixture,130.000,140.000,-16.588,1.000000
train,Steven Clark - Bounty,vocals,130.000,140.000,-22.612,1.000000
train,Steven Clark - Bounty,drums,130.000,140.000,-26.881,1.000000
train,Steven Clark - Bounty,bass,130.000,140.000,-22.467,0.990000
train,Steven Clark - Bounty,other,130.000,140.000,-20.449,1.000000
train,Steven Clark - Bounty,mixture,140.000,150.000,-16.292,1.000000
train,Steven Clark - Bounty,vocals,140.000,150.000,-21.829,0.965000
train,Steven Clark - Bounty,drums,140.000,150.000,-26.411,1.000000
train,Steven Clark - Bounty,bass,140.000,150.000,-22.382,1.000000
train,Steven Clark - Bounty,other,140.000,150.000,-20.465,1.000000
train,Steven Clark - Bounty,mixture,150.000,160.000,-16.474,1.000000
train,Steven Clark - Bounty,vocals,150.000,160.000,-22.335,0.985000
train,Steven Clark - Bounty,drums,150.000,160.000,-27.083,1.000000
train,Steven Clark - Bounty,bass,150.000,160.000,-22.468,1.000000
train,Steven Clark - Bounty,other,150.000,160.000,-20.665,1.000000
train,Steven Clark - Bounty,mixture,160.000,170.000,-18.943,1.000000
train,Steven Clark - Bounty,vocals,160.000,170.000,-25.451,0.895000
train,Steven Clark - Bounty,drums,160.000,170.000,-32.183,0.410000
train,Steven Clark - Bounty,bass,160.000,170.000,-24.359,0.985000
train,Steven Clark - Bounty,other,160.000,170.000,-22.501,1.000000
train,Steven Clark - Bounty,mixture,170.000,180.000,-21.451,1.000000
train,Steven Clark - Bounty,vocals,170.000,180.000,-29.446,0.850000
train,Steven Clark - Bounty,drums,170.000,180.000,-74.810,0.000000
train,Steven Clark - Bounty,bass,170.000,180.000,-25.992,0.945000
train,Steven Clark - Bounty,other,170.000,180.000,-24.553,1.000000
train,Steven Clark - Bounty,mixture,180.000,190.000,-20.705,1.000000
train,Steven Clark - Bounty,vocals,180.000,190.000,-35.764,0.180000
train,Steven Clark - Bounty,drums,180.000,190.000,-33.757,0.635000
train,Steven Clark - Bounty,bass,180.000,190.000,-23.720,0.985000
train,Steven Clark - Bounty,other,180.000,190.000,-24.208,1.000000
train,Steven Clark - Bounty,mixture,190.000,200.000,-18.580,1.000000
train,Steven Clark - Bounty,vocals,190.000,200.000,-65.272,0.000000
train,Steven Clark - Bounty,drums,190.000,200.000,-32.223,0.910000
train,Steven Clark - Bounty,bass,190.000,200.000,-22.313,0.995000
train,Steven Clark - Bounty,other,190.000,200.000,-21.563,1.000000
train,Steven Clark - Bounty,mixture,200.000,210.000,-16.944,1.000000
train,Steven Clark - Bounty,vocals,200.000,210.000,-23.945,0.825000
train,Steven Clark - Bounty,drums,200.000,210.000,-27.187,0.995000
train,Steven Clark - Bounty,bass,200.000,210.000,-22.474,0.995000
train,Steven Clark - Bounty,other,200.000,210.000,-20.607,1.000000
train,Steven Clark - Bounty,mixture,210.000,220.000,-16.829,1.000000
train,Steven Clark - Bounty,vocals,210.000,220.000,-23.243,1.000000
train,Steven Clark - Bounty,drums,210.000,220.000,-26.936,1.000000
train,Steven Clark - Bounty,bass,210.000,220.000,-22.487,1.000000
train,Steven Clark - Bounty,other,210.000,220.000,-20.751,1.000000
train,Steven Clark - Bounty,mixture,220.000,230.000,-16.662,1.000000
train,Steven Clark - Bounty,vocals,220.000,230.000,-22.295,0.975000
train,Steven Clark - Bounty,drums,220.000,230.000,-26.299,1.000000
train,Steven Clark - Bounty,bass,220.000,230.000,-22.587,0.985000
train,Steven Clark - Bounty,other,220.000,230.000,-20.972,1.000000
train,Steven Clark - Bounty,mixture,230.000,240.000,-16.767,1.000000
train,Steven Clark - Bounty,vocals,230.000,240.000,-22.667,0.955000
train,Steven Clark - Bounty,drums,230.000,240.000,-26.617,1.000000
train,Steven Clark - Bounty,bass,230.000,240.000,-22.386,0.985000
train,Steven Clark - Bounty,other,230.000,240.000,-21.134,1.000000
train,Steven Clark - Bounty,mixture,240.000,250.000,-17.699,1.000000
train,Steven Clark - Bounty,vocals,240.000,250.000,-24.167,1.000000
train,Steven Clark - Bounty,drums,240.000,250.000,-27.379,1.000000
train,Steven Clark - Bounty,bass,240.000,250.000,-23.813,1.000000
train,Steven Clark - Bounty,other,240.000,250.000,-21.592,1.000000
train,Steven Clark - Bounty,mixture,250.000,260.000,-18.507,1.000000
train,Steven Clark - Bounty,vocals,250.000,260.000,-25.620,1.000000
train,Steven Clark - Bounty,drums,250.000,260.000,-27.756,1.000000
train,Steven Clark - Bounty,bass,250.000,260.000,-24.471,1.000000
train,Steven Clark - Bounty,other,250.000,260.000,-22.025,1.000000
train,Steven Clark - Bounty,mixture,260.000,270.000,-19.430,1.000000
train,Steven Clark - Bounty,vocals,260.000,270.000,-27.306,1.000000
train,Steven Clark - Bounty,drums,260.000,270.000,-28.844,1.000000
train,Steven Clark - Bounty,bass,260.000,270.000,-25.449,0.990000
train,Steven Clark - Bounty,other,260.000,270.000,-22.750,1.000000
train,Steven Clark - Bounty,mixture,270.000,280.000,-29.234,1.000000
train,Steven Clark - Bounty,vocals,270.000,280.000,-37.691,0.650000
train,Steven Clark - Bounty,drums,270.000,280.000,-40.651,0.645000
train,Steven Clark - Bounty,bass,270.000,280.000,-35.026,0.905000
train,Steven Clark - Bounty,other,270.000,280.000,-32.127,1.000000
train,Steven Clark - Bounty,mixture,280.000,289.461,-53.429,0.132275
train,Steven Clark - Bounty,vocals,280.000,289.461,-65.312,0.000000
train,Steven Clark - Bounty,drums,280.000,289.461,-63.975,0.000000
train,Steven Clark - Bounty,bass,280.000,289.461,-58.644,0.015873
train,Steven Clark - Bounty,other,280.000,289.461,-55.972,0.021164
train,Wall Of Death - Femme,mixture,0.000,10.000,-16.230,1.000000
train,Wall Of Death - Femme,vocals,0.000,10.000,-74.697,0.000000
train,Wall Of Death - Femme,drums,0.000,10.000,-19.541,1.000000
train,Wall Of Death - Femme,bass,0.000,10.000,-26.517,1.000000
train,Wall Of Death - Femme,other,0.000,10.000,-19.733,1.000000
train,Wall Of Death - Femme,mixture,10.000,20.000,-16.217,1.000000
train,Wall Of Death - Femme,vocals,10.000,20.000,-27.119,0.490000
train,Wall Of Death - Femme,drums,10.000,20.000,-20.683,1.000000
train,Wall Of Death - Femme,bass,10.000,20.000,-26.438,1.000000
train,Wall Of Death - Femme,other,10.000,20.000,-19.534,1.000000
train,Wall Of Death - Femme,mixture,20.000,30.000,-15.603,1.000000
train,Wall Of Death - Femme,vocals,20.000,30.000,-24.597,0.740000
train,Wall Of Death - Femme,drums,20.000,30.000,-19.594,1.000000
train,Wall Of Death - Femme,bass,20.000,30.000,-25.860,1.000000
train,Wall Of Death - Femme,other,20.000,30.000,-19.559,1.000000
train,Wall Of Death - Femme,mixture,30.000,40.000,-16.157,1.000000
train,Wall Of Death - Femme,vocals,30.000,40.000,-26.581,0.430000
train,Wall Of Death - Femme,drums,30.000,40.000,-21.511,1.000000
train,Wall Of Death - Femme,bass,30.000,40.000,-24.413,1.000000
train,Wall Of Death - Femme,other,30.000,40.000,-19.274,1.000000
train,Wall Of Death - Femme,mixture,40.000,50.000,-16.134,1.000000
train,Wall Of Death - Femme,vocals,40.000,50.000,-26.343,0.490000
train,Wall Of Death - Femme,drums,40.000,50.000,-21.515,1.000000
train,Wall Of Death - Femme,bass,40.000,50.000,-24.262,1.000000
train,Wall Of Death - Femme,other,40.000,50.000,-19.661,1.000000
train,Wall Of Death - Femme,mixture,50.000,60.000,-15.795,1.000000
train,Wall Of Death - Femme,vocals,50.000,60.000,-25.424,0.500000
train,Wall Of Death - Femme,drums,50.000,60.000,-21.651,1.000000
train,Wall Of Death - Femme,bass,50.000,60.000,-25.147,1.000000
train,Wall Of Death - Femme,other,50.000,60.000,-18.733,1.000000
train,Wall Of Death - Femme,mixture,60.000,70.000,-15.740,1.000000
train,Wall Of Death - Femme,vocals,60.000,70.000,-25.572,0.485000
train,Wall Of Death - Femme,drums,60.000,70.000,-21.121,1.000000
train,Wall Of Death - Femme,bass,60.000,70.000,-26.383,1.000000
train,Wall Of Death - Femme,other,60.000,70.000,-18.503,1.000000
train,Wall Of Death - Femme,mixture,70.000,80.000,-15.823,1.000000
train,Wall Of Death - Femme,vocals,70.000,80.000,-26.549,0.390000
train,Wall Of Death - Femme,drums,70.000,80.000,-21.240,1.000000
train,Wall Of Death - Femme,bass,70.000,80.000,-25.994,1.000000
train,Wall Of Death - Femme,other,70.000,80.000,-18.597,1.000000
train,Wall Of Death - Femme,mixture,80.000,90.000,-16.105,1.000000
train,Wall Of Death - Femme,vocals,80.000,90.000,-25.606,0.595000
train,Wall Of Death - Femme,drums,80.000,90.000,-21.452,1.000000
train,Wall Of Death - Femme,bass,80.000,90.000,-24.650,1.000000
train,Wall Of Death - Femme,other,80.000,90.000,-19.264,1.000000
train,Wall Of Death - Femme,mixture,90.000,100.000,-16.452,1.000000
train,Wall Of Death - Femme,vocals,90.000,100.000,-27.864,0.310000
train,Wall Of Death - Femme,drums,90.000,100.000,-22.692,1.000000
train,Wall Of Death - Femme,bass,90.000,100.000,-24.231,1.000000
train,Wall Of Death - Femme,other,90.000,100.000,-19.283,1.000000
train,Wall Of Death - Femme,mixture,100.000,110.000,-16.105,1.000000
train,Wall Of Death - Femme,vocals,100.000,110.000,-25.116,0.575000
train,Wall Of Death - Femme,drums,100.000,110.000,-21.677,1.000000
train,Wall Of Death - Femme,bass,100.000,110.000,-24.451,1.000000
train,Wall Of Death - Femme,other,100.000,110.000,-19.700,1.000000
train,Wall Of Death - Femme,mixture,110.000,120.000,-16.599,1.000000
train,Wall Of Death - Femme,vocals,110.000,120.000,-28.538,0.305000
train,Wall Of Death - Femme,drums,110.000,120.000,-22.390,1.000000
train,Wall Of Death - Femme,bass,110.000,120.000,-26.924,0.915000
train,Wall Of Death - Femme,other,110.000,120.000,-19.001,1.000000
train,Wall Of Death - Femme,mixture,120.000,130.000,-16.546,1.000000
train,Wall Of Death - Femme,vocals,120.000,130.000,-28.077,0.325000
train,Wall Of Death - Femme,drums,120.000,130.000,-22.001,1.000000
train,Wall Of Death - Femme,bass,120.000,130.000,-27.856,0.870000
train,Wall Of Death - Femme,other,120.000,130.000,-18.973,1.000000
train,Wall Of Death - Femme,mixture,130.000,140.000,-16.560,1.000000
train,Wall Of Death - Femme,vocals,130.000,140.000,-27.172,0.440000
train,Wall Of Death - Femme,drums,130.000,140.000,-21.784,1.000000
train,Wall Of Death - Femme,bass,130.000,140.000,-28.228,0.875000
train,Wall Of Death - Femme,other,130.000,140.000,-19.084,1.000000
train,Wall Of Death - Femme,mixture,140.000,150.000,-16.233,1.000000
train,Wall Of Death - Femme,vocals,140.000,150.000,-31.353,0.160000
train,Wall Of Death - Femme,drums,140.000,150.000,-21.712,1.000000
train,Wall Of Death - Femme,bass,140.000,150.000,-26.838,1.000000
train,Wall Of Death - Femme,other,140.000,150.000,-18.425,1.000000
train,Wall Of Death - Femme,mixture,150.000,160.000,-15.472,1.000000
train,Wall Of Death - Femme,vocals,150.000,160.000,-75.313,0.000000
train,Wall Of Death - Femme,drums,150.000,160.000,-20.194,1.000000
train,Wall Of Death - Femme,bass,150.000,160.000,-26.108,1.000000
train,Wall Of Death - Femme,other,150.000,160.000,-17.841,1.000000
train,Wall Of Death - Femme,mixture,160.000,170.000,-14.972,1.000000
train,Wall Of Death - Femme,vocals,160.000,170.000,-76.511,0.000000
train,Wall Of Death - Femme,drums,160.000,170.000,-18.980,1.000000
train,Wall Of Death - Femme,bass,160.000,170.000,-26.413,1.000000
train,Wall Of Death - Femme,other,160.000,170.000,-17.738,1.000000
train,Wall Of Death - Femme,mixture,170.000,180.000,-15.960,1.000000
train,Wall Of Death - Femme,vocals,170.000,180.000,-75.190,0.000000
train,Wall Of Death - Femme,drums,170.000,180.000,-19.385,1.000000
train,Wall Of Death - Femme,bass,170.000,180.000,-26.515,1.000000
train,Wall Of Death - Femme,other,170.000,180.000,-19.364,1.000000
train,Wall Of Death - Femme,mixture,180.000,190.000,-15.933,1.000000
train,Wall Of Death - Femme,vocals,180.000,190.000,-25.017,0.665000
train,Wall Of Death - Femme,drums,180.000,190.000,-20.439,1.000000
train,Wall Of Death - Femme,bass,180.000,190.000,-26.496,1.000000
train,Wall Of Death - Femme,other,180.000,190.000,-19.465,1.000000
train,Wall Of Death - Femme,mixture,190.000,200.000,-15.853,1.000000
train,Wall Of Death - Femme,vocals,190.000,200.000,-26.065,0.510000
train,Wall Of Death - Femme,drums,190.000,200.000,-20.220,1.000000
train,Wall Of Death - Femme,bass,190.000,200.000,-25.271,1.000000
train,Wall Of Death - Femme,other,190.000,200.000,-19.453,1.000000
train,Wall Of Death - Femme,mixture,200.000,210.000,-16.079,1.000000
train,Wall Of Death - Femme,vocals,200.000,210.000,-25.132,0.610000
train,Wall Of Death - Femme,drums,200.000,210.000,-21.612,1.000000
train,Wall Of Death - Femme,bass,200.000,210.000,-24.461,1.000000
train,Wall Of Death - Femme,other,200.000,210.000,-19.394,1.000000
train,Wall Of Death - Femme,mixture,210.000,220.000,-16.291,1.000000
train,Wall Of Death - Femme,vocals,210.000,220.000,-28.014,0.310000
train,Wall Of Death - Femme,drums,210.000,220.000,-21.851,1.000000
train,Wall Of Death - Femme,bass,210.000,220.000,-24.231,1.000000
train,Wall Of Death - Femme,other,210.000,220.000,-19.439,1.000000
train,Wall Of Death - Femme,mixture,220.000,230.000,-20.961,0.450000
train,Wall Of Death - Femme,vocals,220.000,230.000,-29.896,0.185000
train,Wall Of Death - Femme,drums,220.000,230.000,-26.387,0.450000
train,Wall Of Death - Femme,bass,220.000,230.000,-31.099,0.310000
train,Wall Of Death - Femme,other,220.000,230.000,-24.284,0.325000
train,Wall Of Death - Femme,mixture,230.000,239.116,-240.000,0.000000
train,Wall Of Death - Femme,vocals,230.000,239.116,-240.000,0.000000
train,Wall Of Death - Femme,drums,230.000,239.116,-240.000,0.000000
train,Wall Of Death - Femme,bass,230.000,239.116,-240.000,0.000000
train,Wall Of Death - Femme,other,230.000,239.116,-240.000,0.000000
train,Giselle - Moss,mixture,0.000,10.000,-26.150,1.000000
train,Giselle - Moss,vocals,0.000,10.000,-240.000,0.000000
train,Giselle - Moss,drums,0.000,10.000,-240.000,0.000000
train,Giselle - Moss,bass,0.000,10.000,-240.000,0.000000
train,Giselle - Moss,other,0.000,10.000,-26.150,1.000000
train,Giselle - Moss,mixture,10.000,20.000,-23.786,1.000000
train,Giselle - Moss,vocals,10.000,20.000,-37.990,0.170000
train,Giselle - Moss,drums,10.000,20.000,-240.000,0.000000
train,Giselle - Moss,bass,10.000,20.000,-240.000,0.000000
train,Giselle - Moss,other,10.000,20.000,-23.953,1.000000
train,Giselle - Moss,mixture,20.000,30.000,-23.062,1.000000
train,Giselle - Moss,vocals,20.000,30.000,-30.691,0.840000
train,Giselle - Moss,drums,20.000,30.000,-61.809,0.000000
train,Giselle - Moss,bass,20.000,30.000,-240.000,0.000000
train,Giselle - Moss,other,20.000,30.000,-23.878,1.000000
train,Giselle - Moss,mixture,30.000,40.000,-22.340,1.000000
train,Giselle - Moss,vocals,30.000,40.000,-32.436,0.255000
train,Giselle - Moss,drums,30.000,40.000,-26.569,0.840000
train,Giselle - Moss,bass,30.000,40.000,-240.000,0.000000
train,Giselle - Moss,other,30.000,40.000,-25.222,1.000000
train,Giselle - Moss,mixture,40.000,50.000,-18.533,1.000000
train,Giselle - Moss,vocals,40.000,50.000,-23.609,1.000000
train,Giselle - Moss,drums,40.000,50.000,-21.891,0.700000
train,Giselle - Moss,bass,40.000,50.000,-240.000,0.000000
train,Giselle - Moss,other,40.000,50.000,-24.890,1.000000
train,Giselle - Moss,mixture,50.000,60.000,-17.219,1.000000
train,Giselle - Moss,vocals,50.000,60.000,-20.196,1.000000
train,Giselle - Moss,drums,50.000,60.000,-21.846,0.685000
train,Giselle - Moss,bass,50.000,60.000,-240.000,0.000000
train,Giselle - Moss,other,50.000,60.000,-25.004,1.000000
train,Giselle - Moss,mixture,60.000,70.000,-18.143,1.000000
train,Giselle - Moss,vocals,60.000,70.000,-23.197,0.970000
train,Giselle - Moss,drums,60.000,70.000,-26.453,0.325000
train,Giselle - Moss,bass,60.000,70.000,-240.000,0.000000
train,Giselle - Moss,other,60.000,70.000,-20.752,1.000000
train,Giselle - Moss,mixture,70.000,80.000,-18.680,1.000000
train,Giselle - Moss,vocals,70.000,80.000,-23.720,1.000000
train,Giselle - Moss,drums,70.000,80.000,-51.153,0.255000
train,Giselle - Moss,bass,70.000,80.000,-240.000,0.000000
train,Giselle - Moss,other,70.000,80.000,-20.357,1.000000
train,Giselle - Moss,mixture,80.000,90.000,-23.150,1.000000
train,Giselle - Moss,vocals,80.000,90.000,-31.359,0.890000
train,Giselle - Moss,drums,80.000,90.000,-35.557,0.795000
train,Giselle - Moss,bass,80.000,90.000,-240.000,0.000000
train,Giselle - Moss,other,80.000,90.000,-24.145,1.000000
train,Giselle - Moss,mixture,90.000,100.000,-17.719,1.000000
train,Giselle - Moss,vocals,90.000,100.000,-18.705,1.000000
train,Giselle - Moss,drums,90.000,100.000,-58.865,0.000000
train,Giselle - Moss,bass,90.000,100.000,-240.000,0.000000
train,Giselle - Moss,other,90.000,100.000,-24.682,1.000000
train,Giselle - Moss,mixture,100.000,110.000,-22.091,1.000000
train,Giselle - Moss,vocals,100.000,110.000,-26.960,1.000000
train,Giselle - Moss,drums,100.000,110.000,-30.776,0.355000
train,Giselle - Moss,bass,100.000,110.000,-30.404,0.125000
train,Giselle - Moss,other,100.000,110.000,-25.968,1.000000
train,Giselle - Moss,mixture,110.000,120.000,-17.583,1.000000
train,Giselle - Moss,vocals,110.000,120.000,-40.459,0.270000
train,Giselle - Moss,drums,110.000,120.000,-21.768,0.970000
train,Giselle - Moss,bass,110.000,120.000,-24.213,0.530000
train,Giselle - Moss,other,110.000,120.000,-22.003,1.000000
train,Giselle - Moss,mixture,120.000,130.000,-17.302,1.000000
train,Giselle - Moss,vocals,120.000,130.000,-25.277,0.930000
train,Giselle - Moss,drums,120.000,130.000,-21.735,0.840000
train,Giselle - Moss,bass,120.000,130.000,-23.965,0.565000
train,Giselle - Moss,other,120.000,130.000,-23.432,1.000000
train,Giselle - Moss,mixture,130.000,140.000,-17.262,1.000000
train,Giselle - Moss,vocals,130.000,140.000,-25.762,0.995000
train,Giselle - Moss,drums,130.000,140.000,-21.305,0.945000
train,Giselle - Moss,bass,130.000,140.000,-24.026,0.570000
train,Giselle - Moss,other,130.000,140.000,-24.446,1.000000
train,Giselle - Moss,mixture,140.000,150.000,-16.432,1.000000
train,Giselle - Moss,vocals,140.000,150.000,-27.024,0.795000
train,Giselle - Moss,drums,140.000,150.000,-20.049,0.985000
train,Giselle - Moss,bass,140.000,150.000,-24.008,0.590000
train,Giselle - Moss,other,140.000,150.000,-22.396,1.000000
train,Giselle - Moss,mixture,150.000,160.000,-15.909,1.000000
train,Giselle - Moss,vocals,150.000,160.000,-21.230,1.000000
train,Giselle - Moss,drums,150.000,160.000,-21.614,0.935000
train,Giselle - Moss,bass,150.000,160.000,-23.213,0.680000
train,Giselle - Moss,other,150.000,160.000,-21.839,1.000000
train,Giselle - Moss,mixture,160.000,170.000,-17.689,1.000000
train,Giselle - Moss,vocals,160.000,170.000,-29.291,0.980000
train,Giselle - Moss,drums,160.000,170.000,-21.745,0.920000
train,Giselle - Moss,bass,160.000,170.000,-23.113,0.700000
train,Giselle - Moss,other,160.000,170.000,-24.775,1.000000
train,Giselle - Moss,mixture,170.000,180.000,-16.862,1.000000
train,Giselle - Moss,vocals,170.000,180.000,-19.156,0.885000
train,Giselle - Moss,drums,170.000,180.000,-28.167,0.860000
train,Giselle - Moss,bass,170.000,180.000,-22.467,0.790000
train,Giselle - Moss,other,170.000,180.000,-28.571,1.000000
train,Giselle - Moss,mixture,180.000,190.000,-18.526,1.000000
train,Giselle - Moss,vocals,180.000,190.000,-28.280,0.635000
train,Giselle - Moss,drums,180.000,190.000,-42.125,0.320000
train,Giselle - Moss,bass,180.000,190.000,-21.737,0.905000
train,Giselle - Moss,other,180.000,190.000,-22.380,1.000000
train,Giselle - Moss,mixture,190.000,200.000,-35.353,0.525000
train,Giselle - Moss,vocals,190.000,200.000,-240.000,0.000000
train,Giselle - Moss,drums,190.000,200.000,-240.000,0.000000
train,Giselle - Moss,bass,190.000,200.000,-240.000,0.000000
train,Giselle - Moss,other,190.000,200.000,-35.353,0.525000
train,Clara Berry And Wooldog - Waltz For My Victims,mixture,0.000,10.000,-23.101,0.860000
train,Clara Berry And Wooldog - Waltz For My Victims,vocals,0.000,10.000,-73.217,0.000000
train,Clara Berry And Wooldog - Waltz For My Victims,drums,0.000,10.000,-75.082,0.000000
train,Clara Berry And Wooldog - Waltz For My Victims,bass,0.000,10.000,-81.129,0.000000
train,Clara Berry And Wooldog - Waltz For My Victims,other,0.000,10.000,-23.101,0.860000
train,Clara Berry And Wooldog - Waltz For My Victims,mixture,10.000,20.000,-21.175,1.000000
train,Clara Berry And Wooldog - Waltz For My Victims,vocals,10.000,20.000,-73.229,0.000000
train,Clara Berry And Wooldog - Waltz For My Victims,drums,10.000,20.000,-34.030,0.330000
train,Clara Berry And Wooldog - Waltz For My Victims,bass,10.000,20.000,-31.274,0.635000
train,Clara Berry And Wooldog - Waltz For My Victims,other,10.000,20.000,-21.968,1.000000
train,Clara Berry And Wooldog - Waltz For My Victims,mixture,20.000,30.000,-20.672,1.000000
train,Clara Berry And Wooldog - Waltz For My Victims,vocals,20.000,30.000,-73.229,0.000000
train,Clara Berry And Wooldog - Waltz For My Victims,drums,20.000,30.000,-32.761,0.460000
train,Clara Berry And Wooldog - Waltz For My Victims,bass,20.000,30.000,-29.160,1.000000
train,Clara Berry And Wooldog - Waltz For My Victims,other,20.000,30.000,-21.713,1.000000
train,Clara Berry And Wooldog - Waltz For My Victims,mixture,30.000,40.000,-21.256,1.000000
train,Clara Berry And Wooldog - Waltz For My Victims,vocals,30.000,40.000,-32.166,0.125000
train,Clara Berry And Wooldog - Waltz For My Victims,drums,30.000,40.000,-33.305,0.495000
train,Clara Berry And Wooldog - Waltz For My Victims,bass,30.000,40.000,-29.519,1.000000
